['cotacaoCompra', 'cotacaoVenda', 'dataHoraCotacao']
5.343;5.3436;2023-01-02
5.3753;5.3759;2023-01-03
5.4453;5.4459;2023-01-04
5.402;5.4026;2023-01-05
5.2849;5.2855;2023-01-06
5.2961;5.2967;2023-01-09
5.2389;5.2395;2023-01-10
5.2014;5.202;2023-01-11
5.1394;5.14;2023-01-12
5.114;5.1146;2023-01-13
5.1109;5.1115;2023-01-16
5.1197;5.1203;2023-01-17
5.0903;5.0909;2023-01-18
5.2138;5.2144;2023-01-19
5.198;5.1986;2023-01-20
5.1916;5.1922;2023-01-23
5.169;5.1696;2023-01-24
5.1036;5.1042;2023-01-25
5.0945;5.0951;2023-01-26
5.0761;5.0767;2023-01-27
5.0953;5.0959;2023-01-30
5.0987;5.0993;2023-01-31
5.0715;5.0721;2023-02-01
4.9895;4.9901;2023-02-02
5.1024;5.103;2023-02-03
5.1757;5.1763;2023-02-06
5.1689;5.1695;2023-02-07
5.203;5.2036;2023-02-08
5.2309;5.2315;2023-02-09
5.252;5.2526;2023-02-10
5.1828;5.1834;2023-02-13
5.1501;5.1507;2023-02-14
5.2237;5.2243;2023-02-15
5.2426;5.2432;2023-02-16
5.2006;5.2012;2023-02-17
5.1724;5.173;2023-02-22
5.1324;5.133;2023-02-23
5.1785;5.1791;2023-02-24
5.1954;5.196;2023-02-27
5.2072;5.2078;2023-02-28
5.2064;5.207;2023-03-01
5.2074;5.208;2023-03-02
5.2031;5.2037;2023-03-03
5.1964;5.197;2023-03-06
5.1895;5.1901;2023-03-07
5.1381;5.1387;2023-03-08
5.1347;5.1353;2023-03-09
5.1816;5.1822;2023-03-10
5.2394;5.24;2023-03-13
5.2356;5.2362;2023-03-14
5.2975;5.2981;2023-03-15
5.2886;5.2892;2023-03-16
5.2673;5.2679;2023-03-17
5.2461;5.2467;2023-03-20
5.2438;5.2444;2023-03-21
5.2642;5.2648;2023-03-22
5.2626;5.2632;2023-03-23
5.2915;5.2921;2023-03-24
5.23;5.2306;2023-03-27
5.1727;5.1733;2023-03-28
5.1487;5.1493;2023-03-29
5.1248;5.1254;2023-03-30
5.0798;5.0804;2023-03-31
5.0631;5.0637;2023-04-03
5.0756;5.0762;2023-04-04
5.0441;5.0447;2023-04-05
5.0677;5.0683;2023-04-06
5.0828;5.0834;2023-04-10
5.0122;5.0128;2023-04-11
4.949;4.9496;2023-04-12
4.9091;4.9097;2023-04-13
4.9449;4.9455;2023-04-14
4.9415;4.9421;2023-04-17
4.9672;4.9678;2023-04-18
5.0461;5.0467;2023-04-19
5.0491;5.0497;2023-04-20
5.0589;5.0595;2023-04-24
5.0607;5.0613;2023-04-25
5.0579;5.0585;2023-04-26
5.0144;5.015;2023-04-27
5.0001;5.0007;2023-04-28
5.0329;5.0334;2023-05-02
5.0221;5.0227;2023-05-03
5.01;5.0106;2023-05-04
4.969;4.9696;2023-05-05
4.969;4.9696;2023-05-08
5.0001;5.0007;2023-05-09
4.9541;4.9547;2023-05-10
4.969;4.9696;2023-05-11
4.9228;4.9234;2023-05-12
4.9097;4.9103;2023-05-15
4.9116;4.9122;2023-05-16
4.9507;4.9513;2023-05-17
4.9641;4.9647;2023-05-18
4.9852;4.9858;2023-05-19
4.9674;4.968;2023-05-22
4.9668;4.9674;2023-05-23
4.9468;4.9474;2023-05-24
4.9984;4.999;2023-05-25
5.0108;5.0114;2023-05-26
4.9948;4.9954;2023-05-29
5.0587;5.0593;2023-05-30
5.0953;5.0959;2023-05-31
5.0344;5.035;2023-06-01
4.9552;4.9558;2023-06-02
4.923;4.9236;2023-06-05
4.9286;4.9292;2023-06-06
4.9113;4.9119;2023-06-07
4.8916;4.8922;2023-06-09
4.8826;4.8832;2023-06-12
4.8527;4.8533;2023-06-13
4.8456;4.8462;2023-06-14
4.8216;4.8222;2023-06-15
4.828;4.8286;2023-06-16
4.7797;4.7803;2023-06-19
4.7924;4.793;2023-06-20
4.7789;4.7795;2023-06-21
4.7744;4.775;2023-06-22
4.7793;4.7799;2023-06-23
4.7692;4.7698;2023-06-26
4.7897;4.7903;2023-06-27
4.8557;4.8563;2023-06-28
4.8578;4.8584;2023-06-29
4.8186;4.8192;2023-06-30
4.787;4.7876;2023-07-03
4.805;4.8056;2023-07-04
4.8571;4.8577;2023-07-05
4.8971;4.8977;2023-07-06
4.8793;4.8799;2023-07-07
4.8729;4.8735;2023-07-10
4.8943;4.8949;2023-07-11
4.8052;4.8058;2023-07-12
4.8032;4.8038;2023-07-13
4.7951;4.7957;2023-07-14
4.8296;4.8302;2023-07-17
4.8034;4.804;2023-07-18
4.7994;4.8;2023-07-19
4.7882;4.7888;2023-07-20
4.7726;4.7732;2023-07-21
4.7451;4.7457;2023-07-24
4.749;4.7496;2023-07-25
4.7362;4.7368;2023-07-26
4.7196;4.7202;2023-07-27
4.7247;4.7253;2023-07-28
4.7409;4.7415;2023-07-31
4.7746;4.7752;2023-08-01
4.8077;4.8083;2023-08-02
4.8791;4.8797;2023-08-03
4.8603;4.8609;2023-08-04
4.9004;4.901;2023-08-07
4.9211;4.9217;2023-08-08
4.9009;4.9015;2023-08-09
4.8512;4.8518;2023-08-10
4.8912;4.8918;2023-08-11
4.9475;4.9481;2023-08-14
4.9806;4.9812;2023-08-15
4.9765;4.9772;2023-08-16
4.981;4.9816;2023-08-17
4.9718;4.9724;2023-08-18
4.9841;4.9847;2023-08-21
4.9425;4.9431;2023-08-22
4.8971;4.8977;2023-08-23
4.8742;4.8748;2023-08-24
4.8766;4.8772;2023-08-25
4.8933;4.8938;2023-08-28
4.87;4.8706;2023-08-29
4.8647;4.8653;2023-08-30
4.9213;4.9219;2023-08-31
4.9312;4.9318;2023-09-01
4.917;4.9176;2023-09-04
4.9699;4.9705;2023-09-05
4.9756;4.9762;2023-09-06
4.9829;4.9835;2023-09-08
4.936;4.9366;2023-09-11
4.9499;4.9505;2023-09-12
4.9165;4.9171;2023-09-13
4.8745;4.8751;2023-09-14
4.8683;4.8689;2023-09-15
4.8529;4.8535;2023-09-18
4.8569;4.8575;2023-09-19
4.8481;4.8487;2023-09-20
4.9223;4.9229;2023-09-21
4.9125;4.9131;2023-09-22
4.96;4.9606;2023-09-25
4.9711;4.9717;2023-09-26
5.0283;5.0289;2023-09-27
5.0469;5.0475;2023-09-28
5.007;5.0076;2023-09-29
5.0673;5.0679;2023-10-02
5.1094;5.11;2023-10-03
5.152;5.1526;2023-10-04
5.1707;5.1713;2023-10-05
5.1912;5.1918;2023-10-06
5.166;5.1666;2023-10-09
5.0856;5.0862;2023-10-10
5.049;5.0496;2023-10-11
5.0619;5.0625;2023-10-13
5.0612;5.0618;2023-10-16
5.0378;5.0384;2023-10-17
5.0562;5.0568;2023-10-18
5.0534;5.054;2023-10-19
5.0522;5.0528;2023-10-20
5.0158;5.0164;2023-10-23
5.0059;5.0065;2023-10-24
4.9975;4.9981;2023-10-25
5.0049;5.0055;2023-10-26
4.9474;4.948;2023-10-27
5.0068;5.0074;2023-10-30
5.0569;5.0575;2023-10-31
5.0188;5.0194;2023-11-01
4.8904;4.891;2023-11-03
4.8993;4.8999;2023-11-06
4.8664;4.867;2023-11-07
4.8849;4.8855;2023-11-08
4.9001;4.9007;2023-11-09
4.9213;4.9219;2023-11-10
4.924;4.9247;2023-11-13
4.8676;4.8682;2023-11-14
4.8569;4.8575;2023-11-16
4.8843;4.8849;2023-11-17
4.8717;4.8723;2023-11-20
4.88;4.8806;2023-11-21
4.8962;4.8968;2023-11-22
4.8925;4.8931;2023-11-23
4.8921;4.8927;2023-11-24
4.8945;4.8951;2023-11-27
4.8861;4.8867;2023-11-28
4.8927;4.8933;2023-11-29
4.9349;4.9355;2023-11-30
4.9185;4.9191;2023-12-01
4.9085;4.9091;2023-12-04
4.9516;4.9522;2023-12-05
4.9025;4.9031;2023-12-06
4.8943;4.8949;2023-12-07
4.9152;4.9158;2023-12-08
4.9434;4.944;2023-12-11
4.947;4.9476;2023-12-12
4.9573;4.958;2023-12-13
4.8906;4.8912;2023-12-14
4.9391;4.9397;2023-12-15
4.9393;4.9399;2023-12-18
4.8657;4.8663;2023-12-19
4.876;4.8766;2023-12-20
4.8749;4.8755;2023-12-21
4.8613;4.8619;2023-12-22
4.8362;4.8368;2023-12-26
4.83;4.8306;2023-12-27
4.8407;4.8413;2023-12-28
4.8407;4.8413;2023-12-29
